Iteration,DeepLab v3+,FCN16s,GoogLeNet
500,0.285647739,0.11321836,0.228518191
501,0.285368889,0.147565336,0.228295111
502,0.28843343,0.10318937,0.230746744
503,0.288251509,0.116853735,0.230601207
504,0.289170283,0.120233441,0.231336226
505,0.308813644,0.159725789,0.247050915
506,0.284102302,0.096089411,0.227281842
507,0.304698801,0.132606448,0.243759041
508,0.288239711,0.093974439,0.230591769
509,0.282507281,0.13864738,0.226005825
510,0.286318085,0.152719806,0.229054468
511,0.316141036,0.141989555,0.252912829
512,0.291996321,0.107488227,0.233597057
513,0.283123971,0.129555088,0.226499177
514,0.284439383,0.143401394,0.227551506
515,0.278925077,0.149869337,0.223140062
516,0.29564601,0.107038665,0.236516808
517,0.28616373,0.157590476,0.228930984
518,0.279118241,0.134941906,0.223294593
519,0.273973078,0.116848109,0.219178462
520,0.279689446,0.147133791,0.223751556
521,0.27910023,0.188172675,0.223280184
522,0.308172411,0.144124076,0.246537928
523,0.27768295,0.133208661,0.22214636
524,0.283260877,0.111399015,0.226608702
525,0.295924779,0.140657826,0.236739823
526,0.284665487,0.134740841,0.227732389
527,0.299722385,0.154319556,0.239777908
528,0.279324425,0.14276434,0.22345954
529,0.282713958,0.148930715,0.226171167
530,0.284870665,0.145695568,0.227896532
531,0.289994444,0.191231612,0.231995556
532,0.275764654,0.138411798,0.220611723
533,0.293453631,0.135911477,0.234762905
534,0.283815049,0.116866295,0.22705204
535,0.27755574,0.122124717,0.222044592
536,0.27575543,0.132813958,0.220604344
537,0.273956842,0.166866187,0.219165473
538,0.307698579,0.108601406,0.246158863
539,0.273292425,0.16404412,0.21863394
540,0.289278452,0.132591163,0.231422762
541,0.27734207,0.115706753,0.221873656
542,0.296646329,0.105892728,0.237317063
543,0.293326355,0.147602459,0.234661084
544,0.27895426,0.127302175,0.223163408
545,0.279634536,0.152188665,0.223707629
546,0.298285062,0.155490712,0.238628049
547,0.283761186,0.11550289,0.227008949
548,0.287226146,0.120351691,0.229780917
549,0.309726508,0.14380755,0.247781206
550,0.286094181,0.171186524,0.228875345
551,0.299608126,0.149874084,0.2396865
552,0.293512392,0.138241079,0.234809914
553,0.297932095,0.139956554,0.238345676
554,0.291344955,0.175999904,0.233075964
555,0.297035975,0.124648241,0.23762878
556,0.29596929,0.14992543,0.236775432
557,0.310567333,0.149732702,0.248453867
558,0.288312126,0.161828783,0.230649701
559,0.292151755,0.136186105,0.233721404
560,0.295040065,0.100507199,0.236032052
561,0.275460499,0.122573481,0.220368399
562,0.283703292,0.117546982,0.226962634
563,0.27244357,0.134067856,0.217954856
564,0.280088416,0.118781035,0.224070733
565,0.286286503,0.154657303,0.229029202
566,0.292608072,0.127254403,0.234086457
567,0.28084711,0.196347294,0.224677688
568,0.27391697,0.14183261,0.219133576
569,0.283021342,0.129166678,0.226417073
570,0.275983752,0.186777191,0.220787002
571,0.294556142,0.113838193,0.235644913
572,0.286069897,0.124957911,0.228855918
573,0.27573481,0.179500217,0.220587848
574,0.285633454,0.152651399,0.228506763
575,0.275476813,0.174648439,0.22038145
576,0.283263485,0.159556339,0.226610788
577,0.282916322,0.152409695,0.226333058
578,0.297169486,0.186862802,0.237735589
579,0.291662081,0.11450362,0.233329665
580,0.27299025,0.14521045,0.2183922
581,0.278455536,0.113318489,0.222764429
582,0.289080016,0.095568931,0.231264013
583,0.275984829,0.115040047,0.220787863
584,0.287286003,0.154298916,0.229828803
585,0.2748751,0.1512884,0.21990008
586,0.286652679,0.166301035,0.229322143
587,0.287952802,0.144256364,0.230362241
588,0.280779894,0.192213278,0.224623915
589,0.281508789,0.158246434,0.225207031
590,0.29032036,0.129124606,0.232256288
591,0.267708252,0.120807299,0.214166601
592,0.295464322,0.105275223,0.236371458
593,0.314291757,0.149514196,0.251433406
594,0.276745164,0.121008585,0.221396131
595,0.277447751,0.123433255,0.221958201
596,0.291913169,0.196700574,0.233530535
597,0.295404191,0.108847537,0.236323353
598,0.288243666,0.114224373,0.230594932
599,0.289917987,0.167122129,0.23193439
600,0.295572492,0.143886461,0.236457994
601,0.304309242,0.134308225,0.243447393
602,0.311474142,0.120043189,0.249179314
603,0.28480916,0.112832547,0.227847328
604,0.289801976,0.148374389,0.231841581
605,0.280169297,0.112634478,0.224135438
606,0.293656679,0.189775431,0.234925343
607,0.2825782,0.102514723,0.22606256
608,0.283110876,0.158493786,0.226488701
609,0.278571523,0.150409532,0.222857219
610,0.284363922,0.148920456,0.227491138
611,0.275886895,0.14289481,0.220709516
612,0.283319521,0.137030395,0.226655617
613,0.280502805,0.16102522,0.224402244
614,0.326053591,0.126603112,0.260842873
615,0.28205993,0.119353316,0.225647944
616,0.281621307,0.20427137,0.225297046
617,0.281983397,0.127362261,0.225586717
618,0.303060443,0.18106291,0.242448355
619,0.295939444,0.118520615,0.236751555
620,0.306518356,0.180197703,0.245214685
621,0.281694241,0.175222064,0.225355393
622,0.288194285,0.159189089,0.230555428
623,0.307235293,0.135761762,0.245788235
624,0.273841789,0.189785899,0.219073431
625,0.286495601,0.146084066,0.22919648
626,0.297630158,0.152547763,0.238104127
627,0.281558923,0.146292966,0.225247138
628,0.283555411,0.14401071,0.226844329
629,0.288179682,0.156382248,0.230543746
630,0.279401712,0.12994928,0.223521369
631,0.277493401,0.152238394,0.221994721
632,0.315118356,0.123821363,0.252094685
633,0.301257169,0.150272256,0.241005735
634,0.313209833,0.168390311,0.250567866
635,0.294333769,0.139642603,0.235467015
636,0.30782528,0.213773906,0.246260224
637,0.290888666,0.179940797,0.232710933
638,0.325438237,0.106331773,0.26035059
639,0.292737184,0.168928994,0.234189747
640,0.288569034,0.147245801,0.230855227
641,0.294039295,0.148157519,0.235231436
642,0.281245417,0.213724536,0.224996334
643,0.294961381,0.167522939,0.235969105
644,0.292948633,0.125393117,0.234358906
645,0.294382658,0.131258103,0.235506126
646,0.293332921,0.132097578,0.234666336
647,0.298793574,0.113372258,0.239034859
648,0.291138437,0.18766276,0.232910749
649,0.280585664,0.137016034,0.224468531
650,0.306850711,0.138290338,0.245480569
651,0.281758747,0.185203064,0.225406997
652,0.294042382,0.157948552,0.235233906
653,0.274193397,0.137977728,0.219354718
654,0.269298794,0.135422872,0.215439035
655,0.291571198,0.129154751,0.233256958
656,0.297231008,0.111792337,0.237784806
657,0.280034051,0.170452627,0.224027241
658,0.276256548,0.145929337,0.221005238
659,0.276293563,0.119676173,0.22103485
660,0.280489713,0.155762893,0.22439177
661,0.291688003,0.175115549,0.233350403
662,0.303344913,0.131454404,0.242675931
663,0.284735783,0.159394086,0.227788626
664,0.298195503,0.116179894,0.238556402
665,0.284311053,0.114359974,0.227448842
666,0.284334328,0.130495405,0.227467462
667,0.29378596,0.168436509,0.235028768
668,0.292424519,0.130857502,0.233939615
669,0.278589992,0.172403283,0.222871993
670,0.281308105,0.142036126,0.225046484
671,0.284488508,0.194730574,0.227590807
672,0.322166984,0.127041577,0.257733587
673,0.291951902,0.128555216,0.233561521
674,0.278793184,0.172300605,0.223034547
675,0.281306419,0.157738263,0.225045135
676,0.283714881,0.167166114,0.226971904
677,0.309218661,0.149392913,0.247374929
678,0.289736783,0.122675511,0.231789426
679,0.292499179,0.147489913,0.233999343
680,0.283543573,0.171415459,0.226834859
681,0.296948168,0.125108202,0.237558535
682,0.306712097,0.152495339,0.245369678
683,0.284062253,0.172721146,0.227249802
684,0.292345002,0.191496619,0.233876002
685,0.287990038,0.122450907,0.23039203
686,0.302362356,0.166492651,0.241889885
687,0.294084737,0.165148083,0.23526779
688,0.287609038,0.175467851,0.23008723
689,0.297386854,0.130539602,0.237909483
690,0.284470593,0.14273509,0.227576475
691,0.284734462,0.185979139,0.22778757
692,0.281296287,0.142314226,0.22503703
693,0.279606398,0.12610212,0.223685119
694,0.29025002,0.147286641,0.232200016
695,0.285105868,0.165890137,0.228084695
696,0.293951337,0.174338344,0.23516107
697,0.303251534,0.15356194,0.242601227
698,0.291055497,0.104997794,0.232844398
699,0.297634809,0.18243908,0.238107848
700,0.289122275,0.106520438,0.23129782
701,0.317476161,0.127278857,0.253980929
702,0.305642615,0.110203645,0.244514092
703,0.288127744,0.138798848,0.230502195
704,0.302251926,0.14872752,0.241801541
705,0.298625362,0.130754542,0.238900289
706,0.284246072,0.146952713,0.227396858
707,0.311155141,0.147903848,0.248924113
708,0.28926656,0.138483586,0.231413248
709,0.283026128,0.157392721,0.226420903
710,0.279568933,0.107468146,0.223655146
711,0.296564449,0.122086063,0.237251559
712,0.271929357,0.110729684,0.217543486
713,0.287811929,0.171034586,0.230249543
714,0.284474173,0.123889108,0.227579338
715,0.281643996,0.179251579,0.225315197
716,0.284003701,0.163030009,0.227202961
717,0.313365027,0.16219009,0.250692021
718,0.283054676,0.11789204,0.226443741
719,0.273437262,0.136213193,0.21874981
720,0.279306483,0.163454455,0.223445187
721,0.304916633,0.094021997,0.243933306
722,0.298837855,0.13795972,0.239070284
723,0.286486854,0.150777374,0.229189483
724,0.264192388,0.147389842,0.211353911
725,0.275464141,0.158382552,0.220371313
726,0.295965681,0.116823364,0.236772545
727,0.291249566,0.104301655,0.232999653
728,0.302469559,0.146434679,0.241975647
729,0.280565685,0.10757793,0.224452548
730,0.29627804,0.118287636,0.237022432
731,0.286616876,0.135477542,0.229293501
732,0.28682887,0.122927973,0.229463096
733,0.305181183,0.137889383,0.244144946
734,0.304535378,0.120221985,0.243628302
735,0.321738086,0.154715828,0.257390469
736,0.297960185,0.138231894,0.238368148
737,0.288210055,0.209697513,0.230568044
738,0.324587069,0.132499359,0.259669655
739,0.293536502,0.145692772,0.234829202
740,0.29399929,0.102961599,0.235199432
741,0.320501563,0.135953779,0.25640125
742,0.280409529,0.160010328,0.224327623
743,0.288603011,0.152676632,0.230882409
744,0.297804938,0.212567,0.23824395
745,0.289040985,0.152090456,0.231232788
746,0.309011163,0.143571533,0.24720893
747,0.289913331,0.145244512,0.231930665
748,0.287363646,0.169531054,0.229890917
749,0.300778951,0.176874863,0.240623161
750,0.284463183,0.158702333,0.227570547
751,0.295293121,0.120638834,0.236234497
752,0.330092631,0.1376005,0.264074105
753,0.288976845,0.131993049,0.231181476
754,0.292030683,0.162537652,0.233624546
755,0.290997607,0.136201652,0.232798086
756,0.280176216,0.190071326,0.224140973
757,0.280059704,0.203973144,0.224047763
758,0.308148836,0.165021628,0.246519068
759,0.286082429,0.193443159,0.228865944
760,0.280704761,0.118115358,0.224563809
761,0.289216362,0.137309553,0.23137309
762,0.296555925,0.096986599,0.23724474
763,0.281072174,0.182678845,0.224857739
764,0.289636604,0.121981436,0.231709284
765,0.281274993,0.165599661,0.225019995
766,0.285814331,0.14168826,0.228651465
767,0.28700307,0.148499733,0.229602456
768,0.295983069,0.161807832,0.236786455
769,0.289147068,0.127686514,0.231317654
770,0.304769302,0.165635325,0.243815442
771,0.301245557,0.146462256,0.240996446
772,0.300390208,0.142274155,0.240312167
773,0.293618015,0.173436513,0.234894412
774,0.289379285,0.119610431,0.231503428
775,0.275130548,0.144868468,0.220104439
776,0.296815051,0.118192592,0.237452041
777,0.311399357,0.16146407,0.249119486
778,0.301437407,0.115237628,0.241149925
779,0.299092283,0.14998895,0.239273826
780,0.299890262,0.188428223,0.23991221
781,0.286193859,0.117085253,0.228955087
782,0.285426581,0.135544871,0.228341265
783,0.286318893,0.191600241,0.229055114
784,0.302765264,0.145678837,0.242212212
785,0.297715649,0.159490357,0.238172519
786,0.286224768,0.163682828,0.228979814
787,0.291207407,0.159797754,0.232965925
788,0.297935092,0.179194971,0.238348074
789,0.296577753,0.150629182,0.237262203
790,0.276828221,0.162601991,0.221462577
791,0.285117917,0.174020679,0.228094334
792,0.280965098,0.162407396,0.224772078
793,0.289470269,0.115859405,0.231576215
794,0.292136224,0.191618337,0.233708979
795,0.301646028,0.15424434,0.241316823
796,0.316091304,0.116681104,0.252873043
797,0.308518069,0.131840579,0.246814455
798,0.31193506,0.121089207,0.249548048
799,0.284368142,0.215195866,0.227494513
800,0.331151208,0.15522186,0.264920966
801,0.298136321,0.146057682,0.238509057
802,0.300116616,0.14718954,0.240093293
803,0.292432519,0.139031551,0.233946015
804,0.279537535,0.205299393,0.223630028
805,0.283310395,0.164418521,0.226648316
806,0.277689924,0.163854412,0.222151939
807,0.295800297,0.158708102,0.236640238
808,0.284773937,0.14768831,0.22781915
809,0.323006758,0.14074748,0.258405407
810,0.284297504,0.138603694,0.227438003
811,0.283883912,0.159195336,0.22710713
812,0.284733569,0.142363203,0.227786855
813,0.294104948,0.130748703,0.235283958
814,0.301113096,0.138201414,0.240890477
815,0.293465694,0.104711614,0.234772556
816,0.335024563,0.15147307,0.26801965
817,0.320475213,0.189558518,0.256380171
818,0.285007081,0.125734394,0.228005665
819,0.291643139,0.145579041,0.233314511
820,0.305893173,0.150302337,0.244714538
821,0.301227356,0.176980718,0.240981885
822,0.308765778,0.163946783,0.247012623
823,0.280169773,0.141855273,0.224135818
824,0.289590995,0.128092848,0.231672796
825,0.297073018,0.143564748,0.237658414
826,0.289358863,0.137918425,0.231487091
827,0.297535771,0.123659413,0.238028617
828,0.305936904,0.14211046,0.244749524
829,0.318695104,0.171583386,0.254956083
830,0.292847375,0.14095664,0.2342779
831,0.285871947,0.144780836,0.228697558
832,0.302047451,0.161107254,0.24163796
833,0.312499188,0.16615298,0.24999935
834,0.292109605,0.156305699,0.233687684
835,0.315296483,0.155639622,0.252237187
836,0.311083241,0.146095076,0.248866592
837,0.31027968,0.128484968,0.248223744
838,0.298649207,0.152544651,0.238919365
839,0.30278572,0.152146609,0.242228576
840,0.311390565,0.121618928,0.249112452
841,0.304806154,0.183554593,0.243844923
842,0.296038291,0.188357807,0.236830633
843,0.313224136,0.11203443,0.250579308
844,0.298778263,0.140649285,0.239022611
845,0.289316968,0.164420564,0.231453575
846,0.306750835,0.159853755,0.245400668
847,0.315379565,0.143301563,0.252303652
848,0.305397585,0.136170593,0.244318068
849,0.289172807,0.102362171,0.231338246
850,0.304955843,0.143143214,0.243964675
851,0.293078153,0.143436912,0.234462522
852,0.293823279,0.145235822,0.235058623
853,0.294884822,0.149043595,0.235907858
854,0.317443991,0.162402067,0.253955193
855,0.296923151,0.117379659,0.237538521
856,0.298779866,0.146841088,0.239023893
857,0.313488744,0.136361025,0.250790995
858,0.297922149,0.175664714,0.238337719
859,0.309635473,0.167060236,0.247708379
860,0.29695823,0.148277317,0.237566584
861,0.312317056,0.139756621,0.249853645
862,0.2994847,0.125258438,0.23958776
863,0.292734529,0.202939661,0.234187623
864,0.284015119,0.182804138,0.227212096
865,0.282597507,0.150671761,0.226078005
866,0.270699618,0.183751159,0.216559694
867,0.298278845,0.150273585,0.238623076
868,0.284266288,0.158064631,0.22741303
869,0.287242409,0.140761638,0.229793928
870,0.296157711,0.178688771,0.236926169
871,0.274036359,0.153866051,0.219229087
872,0.300217753,0.171091512,0.240174202
873,0.277873404,0.16313738,0.222298723
874,0.282476619,0.188316092,0.225981295
875,0.286370649,0.163314788,0.229096519
876,0.280812263,0.209985198,0.22464981
877,0.317383135,0.119452821,0.253906508
878,0.30664297,0.129968993,0.245314376
879,0.298462229,0.119989951,0.238769783
880,0.283088113,0.090153097,0.22647049
881,0.290423312,0.122072237,0.23233865
882,0.323786654,0.151950237,0.259029323
883,0.29863982,0.159388761,0.238911856
884,0.284589919,0.18665038,0.227671935
885,0.302123469,0.190465808,0.241698776
886,0.294341161,0.166198946,0.235472929
887,0.309618474,0.152658554,0.24769478
888,0.285635396,0.139690743,0.228508317
889,0.304950286,0.130317494,0.243960229
890,0.292229462,0.144246711,0.23378357
891,0.288555316,0.175448876,0.230844252
892,0.289940277,0.156283898,0.231952222
893,0.305102066,0.122482577,0.244081653
894,0.286115803,0.142674982,0.228892643
895,0.299697148,0.174827478,0.239757718
896,0.290148315,0.140792598,0.232118652
897,0.299798688,0.138404715,0.23983895
898,0.286885957,0.159083094,0.229508766
899,0.296720224,0.192672752,0.237376179
900,0.292118749,0.182954204,0.233694999
901,0.3166197,0.18291813,0.25329576
902,0.343929287,0.149080359,0.27514343
903,0.294112333,0.169823711,0.235289866
904,0.313087696,0.151214366,0.250470157
905,0.322283237,0.125297504,0.25782659
906,0.285709926,0.120427364,0.22856794
907,0.275748185,0.200707203,0.220598548
908,0.305411017,0.180760228,0.244328813
909,0.28057415,0.124677987,0.22445932
910,0.292063837,0.175512518,0.233651069
911,0.286418693,0.152391015,0.229134954
912,0.290866285,0.141332605,0.232693028
913,0.300721093,0.184891071,0.240576874
914,0.355749376,0.128109107,0.284599501
915,0.304944127,0.149909733,0.243955301
916,0.294204727,0.16427572,0.235363782
917,0.285690788,0.159132839,0.228552631
918,0.296963249,0.147373348,0.237570599
919,0.304061827,0.176706951,0.243249462
920,0.311742524,0.104734785,0.249394019
921,0.306603465,0.170383102,0.245282772
922,0.332650753,0.145862237,0.266120603
923,0.300584172,0.147396365,0.240467337
924,0.301864362,0.167565623,0.241491489
925,0.302352905,0.149874952,0.241882324
926,0.300571225,0.148685279,0.24045698
927,0.30607951,0.140391978,0.244863608
928,0.303827035,0.130218329,0.243061628
929,0.321327314,0.157323893,0.257061851
930,0.286290773,0.134218934,0.229032618
931,0.316141869,0.136235746,0.252913495
932,0.310152778,0.151240971,0.248122223
933,0.283986826,0.17297544,0.227189461
934,0.29019894,0.162448139,0.232159152
935,0.290508142,0.176267963,0.232406513
936,0.310577691,0.157983947,0.248462152
937,0.313652862,0.179761935,0.250922289
938,0.292404555,0.190817462,0.233923644
939,0.292256127,0.139788588,0.233804901
940,0.316356227,0.157671631,0.253084981
941,0.312456389,0.144623258,0.249965111
942,0.288975563,0.143530873,0.23118045
943,0.301223625,0.173826505,0.2409789
944,0.287996928,0.223961699,0.230397542
945,0.320662395,0.190625069,0.256529916
946,0.300781963,0.161118129,0.240625571
947,0.30135385,0.106655823,0.24108308
948,0.302937421,0.161014364,0.242349937
949,0.30834186,0.210283796,0.246673488
950,0.304213951,0.188813024,0.243371161
951,0.333263864,0.142899248,0.266611091
952,0.305755206,0.179074609,0.244604165
953,0.3158191,0.187021647,0.25265528
954,0.305456076,0.150653477,0.244364861
955,0.298088672,0.140818365,0.238470938
956,0.341188406,0.184339706,0.272950725
957,0.297021895,0.199446953,0.237617516
958,0.321596934,0.173085697,0.257277547
959,0.310950597,0.139096869,0.248760477
960,0.309859015,0.086229974,0.247887212
961,0.306770718,0.114015133,0.245416575
962,0.298107689,0.168072563,0.238486151
963,0.309515792,0.157255648,0.247612634
964,0.299603509,0.185388156,0.239682807
965,0.315784225,0.135643422,0.25262738
966,0.287789992,0.190241721,0.230231994
967,0.283583336,0.222080286,0.226866669
968,0.287873412,0.200050871,0.23029873
969,0.282958004,0.151975659,0.226366403
970,0.281019413,0.118139447,0.224815531
971,0.288624243,0.169934653,0.230899394
972,0.293856034,0.179819617,0.235084827
973,0.276862368,0.182130478,0.221489895
974,0.280352964,0.159324443,0.224282371
975,0.306692681,0.125300754,0.245354145
976,0.27360822,0.185510384,0.218886576
977,0.291584499,0.172307544,0.233267599
978,0.299720442,0.16503209,0.239776354
979,0.311385394,0.199463433,0.249108315
980,0.320978135,0.194267327,0.256782508
981,0.317881378,0.234111465,0.254305103
982,0.308837804,0.197638704,0.247070243
983,0.320428943,0.152511451,0.256343154
984,0.328282829,0.175157767,0.262626263
985,0.297583287,0.186317465,0.23806663
986,0.335391267,0.166299613,0.268313014
987,0.302766022,0.182664394,0.242212818
988,0.304982284,0.156191426,0.243985827
989,0.296118339,0.143019478,0.236894671
990,0.351397447,0.142429195,0.281117957
991,0.303932305,0.185162902,0.243145844
992,0.310196426,0.135886489,0.248157141
993,0.300760331,0.192546968,0.240608265
994,0.307459817,0.159162415,0.245967854
995,0.300271774,0.173066775,0.24021742
996,0.359604147,0.161702231,0.287683318
997,0.309199314,0.088233524,0.247359451
998,0.303358041,0.196250444,0.242686433
999,0.308330071,0.19969344,0.246664057